macd_fast,macd_slow,macd_signal,atr_multiplier,sharpe_ratio,sqn,annual_return,max_drawdown,total_return,final_value,total_trades,win_trades,win_rate
8,20,7,2.5,-0.16183094455827646,0.32582430321187916,0.403682866582107,7.94562174869218,2.144126614512043,10214.412661451204,52,26,50.0
8,20,7,3.0,-0.08743473335858151,0.6166148128150019,0.7332210110256653,6.344410833862039,3.921916200946862,10392.191620094687,51,24,47.05882352941176
8,20,7,3.5,-0.18431145360497653,0.0827552546633844,0.11335271005898573,9.68450186363267,0.5983459113136691,10059.834591131366,47,22,46.808510638297875
8,20,7,4.0,-0.1496401612209139,0.4416857417735804,0.5438448467845424,6.74178318043889,2.8972350881338205,10289.723508813382,47,20,42.5531914893617
8,20,8,2.0,-0.28320374031862244,-0.25579178839920946,-0.40104005415126204,10.189782515157752,-2.0938402752238128,9790.615972477619,60,22,36.666666666666664
8,20,8,2.5,-0.18264819041653768,0.27184053892449567,0.33795139357815,7.9708820488388525,1.79248434504935,10179.248434504936,53,26,49.056603773584904
8,20,8,3.0,-0.10662214243657321,0.5622307319750252,0.6709112650044431,6.363798735077224,3.583860855091636,10358.386085509163,52,24,46.15384615384615
8,20,8,3.5,-0.19049873373960813,0.06795885020535308,0.0927970713780617,9.693963861252367,0.4896257729666065,10048.962577296661,48,22,45.83333333333333
8,20,8,4.0,-0.1654817937086708,0.40229404718713,0.49590459227574163,6.757590291994915,2.639141474066631,10263.914147406664,48,20,41.66666666666667
8,20,9,2.0,-0.17900985087456073,0.11015630039592235,0.17951640854341136,9.08211179152568,0.9489372593567191,10094.893725935672,58,23,39.6551724137931
8,20,9,2.5,-0.14415246428771458,0.32466356463092916,0.41605624535149577,9.089496295586775,2.2104301371463686,10221.043013714636,53,24,45.28301886792453
8,20,9,3.0,-0.17855196068982673,0.3028791941679258,0.36868065511401044,7.1402811494663245,1.956753750459117,10195.675375045912,52,22,42.30769230769231
8,20,9,3.5,-0.0567763931536738,0.6491289264996278,0.8130578437081797,7.453272823100711,4.3563686828485215,10435.636868284852,47,24,51.06382978723404
8,20,9,4.0,-0.15766615816121915,0.2708854915984503,0.36406544122391693,8.421415266170373,1.9320685075962185,10193.206850759621,48,20,41.66666666666667
8,20,10,2.0,-0.22589237253364464,-0.019902488617711885,-0.029739559078699754,8.50045391562133,-0.15650543536638306,9984.349456463362,62,21,33.87096774193548
8,20,10,2.5,-0.0746656703653364,0.6235467450533811,0.7547468460867265,7.974866264424701,4.038909978395067,10403.890997839506,56,25,44.642857142857146
8,20,10,3.0,-0.10158024170729896,0.6023287052660315,0.6969677358507992,6.116002975846439,3.72511910774711,10372.51191077471,54,21,38.88888888888889
8,20,10,3.5,-0.10116920702184552,0.38142978043077186,0.5396019199180906,9.0209048389414,2.874371464948311,10287.43714649483,45,21,46.666666666666664
8,20,10,4.0,-0.12309938186404494,0.4686097964337362,0.5996718092313901,7.083184005861898,3.1984503298371214,10319.845032983712,47,19,40.42553191489361
8,20,11,2.0,-0.2254004371381207,-0.018171329174196192,-0.027134173575350626,8.499386577024264,-0.1428024414324658,9985.719755856753,62,21,33.87096774193548
8,20,11,2.5,-0.07587221006896994,0.6196227596810475,0.7499367053580176,7.976711487029703,4.012757417721846,10401.275741772184,56,25,44.642857142857146
8,20,11,3.0,-0.10299061790892099,0.5979103421691458,0.6918364489629097,6.11754397270434,3.6972888630641965,10369.728886306419,54,21,38.88888888888889
8,20,11,3.5,-0.1696927051838126,0.1881220453693503,0.2596029285929596,8.796026721486626,1.3746269852622506,10137.462698526226,47,20,42.5531914893617
8,20,11,4.0,-0.11487794077581698,0.48629006830990246,0.6284411031323053,7.073280632806479,3.3539541657251037,10335.39541657251,47,20,42.5531914893617
8,20,12,2.0,-0.22150057547556096,-0.005689957605229699,-0.008480944699196852,8.412704518573634,-0.0446514999740244,9995.534850002598,62,21,33.87096774193548
8,20,12,2.5,-0.021366843363446016,0.8144736957590841,0.9630239192675187,6.951128771114304,5.1764248329903895,10517.642483299038,55,25,45.45454545454545
8,20,12,3.0,-0.09856782841884033,0.6031361782802209,0.6971343786289779,6.096389695141945,3.726023019350966,10372.602301935096,54,21,38.88888888888889
8,20,12,3.5,-0.1645275871888333,0.19286813137890244,0.26587860870957913,8.771407138406692,1.4080459084619301,10140.804590846194,47,20,42.5531914893617
8,20,12,4.0,-0.11961126246809702,0.4625566553678363,0.6015460861137683,7.056976595012773,3.2085753990559684,10320.857539905597,47,20,42.5531914893617
8,20,13,2.0,-0.26007214164123504,-0.1338632873157519,-0.2016975854197612,8.87086555514066,-1.0575545935442299,9894.244540645577,63,21,33.33333333333333
8,20,13,2.5,-0.01805984655871802,0.8294014245511094,0.9770075451258399,6.679807208505966,5.253156481834331,10525.315648183434,55,25,45.45454545454545
8,20,13,3.0,-0.09865522144169704,0.6041314365978366,0.6968270974441256,5.971146377042702,3.7243562552448317,10372.435625524484,54,21,38.88888888888889
8,20,13,3.5,-0.16414830977240769,0.19440606628474355,0.2674896327361437,8.641308645409703,1.4166262886926129,10141.66262886926,47,20,42.5531914893617
8,20,13,4.0,-0.11795512537614196,0.4683413194618712,0.6075046925123778,6.903149449555974,3.2407698538602814,10324.076985386027,46,20,43.47826086956522
8,22,7,2.0,-0.2778757849909736,-0.24419791652331546,-0.38222609469113783,10.180683938342545,-1.99641295009515,9800.358704990485,60,22,36.666666666666664
8,22,7,2.5,-0.1715586118371329,0.3011617270301511,0.37267661998439106,7.957526118129947,1.9781307479939114,10197.813074799391,53,26,49.056603773584904
8,22,7,3.0,-0.10168171947760772,0.5768770114586729,0.6867189524905769,6.358873758514833,3.6695394376097923,10366.953943760978,52,24,46.15384615384615
8,22,7,3.5,-0.18464863944731771,0.0857248970067623,0.11667053850273894,9.682975583961658,0.6159030541055932,10061.590305410558,48,22,45.83333333333333
8,22,7,4.0,-0.17644714568655176,0.372677898717387,0.46317050455086234,6.768407633253353,2.4632140490120857,10246.321404901208,48,20,41.66666666666667
8,22,8,2.0,-0.17900985087456073,0.11015630039592235,0.17951640854341136,9.08211179152568,0.9489372593567191,10094.893725935672,58,23,39.6551724137931
8,22,8,2.5,-0.14415246428771458,0.32466356463092916,0.41605624535149577,9.089496295586775,2.2104301371463686,10221.043013714636,53,24,45.28301886792453
8,22,8,3.0,-0.17855196068982673,0.3028791941679258,0.36868065511401044,7.1402811494663245,1.956753750459117,10195.675375045912,52,22,42.30769230769231
8,22,8,3.5,-0.0567763931536738,0.6491289264996278,0.8130578437081797,7.453272823100711,4.3563686828485215,10435.636868284852,47,24,51.06382978723404
8,22,8,4.0,-0.15766615816121915,0.2708854915984503,0.36406544122391693,8.421415266170373,1.9320685075962185,10193.206850759621,48,20,41.66666666666667
8,22,9,2.0,-0.12372696709265948,0.2343451325838177,0.3894750934667216,9.128564114196994,2.0680363539813618,10206.803635398135,61,24,39.34426229508197
8,22,9,2.5,-0.10658915047882059,0.42809918166819244,0.5547052459625955,9.179021977909859,2.9557766688639076,10295.577666886391,57,26,45.614035087719294
8,22,9,3.0,-0.13038060418969133,0.4157009921868654,0.518095198207314,7.230423917677197,2.75854268558684,10275.854268558684,55,22,40.0
8,22,9,3.5,-0.03237449506440878,0.7206137969485713,0.9112608134955458,7.595986790439153,4.892781977821725,10489.278197782172,50,24,48.0
8,22,9,4.0,-0.135520089821303,0.3307315036587578,0.45049710135240306,8.386522245349214,2.395167222833061,10239.516722283306,51,20,39.21568627450981
8,22,10,2.0,-0.22533976424576607,-0.018433273493727864,-0.02753984376342087,8.499552756603252,-0.14493615907660296,9985.50638409234,62,21,33.87096774193548
8,22,10,2.5,-0.07481759743600512,0.6229251920840985,0.7540487681129879,7.975134025122096,4.035114223363601,10403.51142233636,56,25,44.642857142857146
8,22,10,3.0,-0.10177159665483929,0.6015400560774649,0.6961280901732393,6.116255102920509,3.7205647592044144,10372.05647592044,54,21,38.88888888888889
8,22,10,3.5,-0.16860685660792246,0.19140592326171832,0.26414662949352435,8.794112457226284,1.398821971900932,10139.882197190094,47,20,42.5531914893617
8,22,10,4.0,-0.12348140464925787,0.4600367951306813,0.5991415193387656,7.083366696515394,3.195585786080679,10319.558578608068,47,20,42.5531914893617
8,22,11,2.0,-0.22517955915007715,-0.017678482191616256,-0.02639676470979254,8.499084512598726,-0.13892377169930636,9986.10762283007,62,21,33.87096774193548
8,22,11,2.5,-0.07562735641109558,0.6204242825748144,0.7508192124747469,7.976372911840844,4.017555177953502,10401.75551779535,56,25,44.642857142857146
8,22,11,3.0,-0.10266094103403493,0.5989241201982042,0.6928906019228829,6.117227359870101,3.703005713794272,10370.300571379428,54,21,38.88888888888889
8,22,11,3.5,-0.16936866272979303,0.1890561079325337,0.2608492135278521,8.795501614697704,1.381262926490856,10138.126292649085,47,20,42.5531914893617
8,22,11,4.0,-0.12442224298092892,0.45764424089185407,0.5958906942141659,7.084486757422551,3.1780267406705143,10317.802674067052,47,20,42.5531914893617
8,22,12,2.0,-0.22396009503334524,-0.013739742170473752,-0.020447968555532152,8.41756192077072,-0.10762945407557512,9989.237054592442,62,21,33.87096774193548
8,22,12,2.5,-0.024089506532477472,0.8066371630480695,0.9515405992197232,6.955003832857087,5.1134468788888165,10511.344687888883,55,25,45.45454545454545
8,22,12,3.0,-0.10187484784995623,0.5945836455619442,0.6855211124026137,6.099867486400839,3.663045065249415,10366.30450652494,54,21,38.88888888888889
8,22,12,3.5,-0.16731319297419,0.1846151113930042,0.25405069385607554,8.776379497722594,1.3450679543603794,10134.506795436038,47,20,42.5531914893617
8,22,12,4.0,-0.1228564159630445,0.4544731484348486,0.5898856604478503,7.0609811532393145,3.1455974449544177,10314.559744495442,47,20,42.5531914893617
8,22,13,2.0,-0.41349582292705117,-0.37936859706327136,-0.5602523482428414,9.390527898169742,-2.9151774695226784,9708.482253047732,61,19,31.147540983606557
8,22,13,2.5,-0.008489632864769251,0.8888733208894339,1.039645986900523,5.818880409159108,5.597426012953477,10559.742601295347,51,23,45.09803921568628
8,22,13,3.0,-0.08885732199404914,0.7012452018947806,0.7953126668135706,4.926573418874919,4.259676840694171,10425.967684069417,50,19,38.0
8,22,13,3.5,-0.1565591114762074,0.31408219634618195,0.39952556022595953,7.607331719870679,2.121857250603565,10212.185725060357,44,19,43.18181818181818
8,22,13,4.0,-0.09107508767665605,0.5976946036098271,0.7674494593830309,5.8519862382435335,4.107999235445736,10410.799923544573,42,19,45.23809523809524
8,24,7,2.0,-0.21088314200071961,0.116443442047824,0.16694629374297568,7.5369141837559805,0.8822540926733291,10088.225409267332,59,23,38.983050847457626
8,24,7,2.5,-0.1734543207207642,0.3986297486756583,0.46445275984471546,6.8305719718814935,2.470100854242574,10247.010085424257,54,25,46.2962962962963
8,24,7,3.0,-0.1585959924675069,0.5346489910676014,0.5911750285467268,5.125613997361859,3.1525597902444025,10315.25597902444,53,23,43.39622641509434
8,24,7,3.5,-0.14143731520429215,0.3581942670405714,0.44890774771296227,7.742586572485993,2.3866361502770106,10238.6636150277,45,22,48.888888888888886
8,24,7,4.0,-0.17938199221606763,0.4013419528908485,0.49730856398227913,6.124778145928887,2.646692506331494,10264.66925063315,46,20,43.47826086956522
8,24,8,2.0,-0.17673373948828955,0.10618820314552099,0.17577505416088876,9.222076934463765,0.9290860278465596,10092.908602784655,58,23,39.6551724137931
8,24,8,2.5,-0.15392964819633123,0.29284351189214297,0.3760236465680245,9.106862085298035,1.996038949584844,10199.603894958484,54,24,44.44444444444444
8,24,8,3.0,-0.1774475323993353,0.3060485508360839,0.3726259919288896,7.1389088406141825,1.9778598831105887,10197.78598831106,52,22,42.30769230769231
8,24,8,3.5,-0.055657616453633825,0.6529099519879291,0.8168968489626801,7.630638321471736,4.37729662537516,10437.729662537517,47,24,51.06382978723404
8,24,8,4.0,-0.16546646044903532,0.2467303917101917,0.33402872257436994,8.433579177682953,1.7715303644630254,10177.153036446301,48,20,41.66666666666667
8,24,9,2.0,-0.2256714071950299,-0.0194100198218106,-0.029002068229449795,8.5001517753269,-0.15262676563324584,9984.737323436675,62,21,33.87096774193548
8,24,9,2.5,-0.07442136624798024,0.6243485269534533,0.7556291734925079,7.974527845857048,4.043707738626723,10404.370773862673,56,25,44.642857142857146
8,24,9,3.0,-0.10125133458390816,0.6033430376914553,0.6980216596853145,6.11568652249624,3.7308359584772077,10373.08359584772,54,21,38.88888888888889
8,24,9,3.5,-0.09572803455354402,0.39925230499456177,0.5630263473819885,9.010841895989662,3.0006487460872755,10300.064874608728,45,21,46.666666666666664
8,24,9,4.0,-0.13278371564136066,0.43976099368300414,0.5670816381235303,7.094421556993301,3.022522904782554,10302.252290478255,47,19,40.42553191489361
8,24,10,2.0,-0.22517955915007715,-0.017678482191616256,-0.02639676470979254,8.499084512598726,-0.13892377169930636,9986.10762283007,62,21,33.87096774193548
8,24,10,2.5,-0.07562735641109558,0.6204242825748144,0.7508192124747469,7.976372911840844,4.017555177953502,10401.75551779535,56,25,44.642857142857146
8,24,10,3.0,-0.10266094103403493,0.5989241201982042,0.6928906019228829,6.117227359870101,3.703005713794272,10370.300571379428,54,21,38.88888888888889
8,24,10,3.5,-0.16936866272979303,0.1890561079325337,0.2608492135278521,8.795501614697704,1.381262926490856,10138.126292649085,47,20,42.5531914893617
8,24,10,4.0,-0.12442224298092892,0.45764424089185407,0.5958906942141659,7.084486757422551,3.1780267406705143,10317.802674067052,47,20,42.5531914893617
8,24,11,2.0,-0.22396009503334524,-0.013739742170473752,-0.020447968555532152,8.41756192077072,-0.10762945407557512,9989.237054592442,62,21,33.87096774193548
8,24,11,2.5,-0.024089506532477472,0.8066371630480695,0.9515405992197232,6.955003832857087,5.1134468788888165,10511.344687888883,55,25,45.45454545454545
8,24,11,3.0,-0.10187484784995623,0.5945836455619442,0.6855211124026137,6.099867486400839,3.663045065249415,10366.30450652494,54,21,38.88888888888889
8,24,11,3.5,-0.16731319297419,0.1846151113930042,0.25405069385607554,8.776379497722594,1.3450679543603794,10134.506795436038,47,20,42.5531914893617
8,24,11,4.0,-0.1228564159630445,0.4544731484348486,0.5898856604478503,7.0609811532393145,3.1455974449544177,10314.559744495442,47,20,42.5531914893617
8,24,12,2.0,-0.4722171828269714,-0.4255156098079492,-0.6210119725870472,8.351519122810377,-3.2271460065361635,9677.285399346383,60,18,30.0
8,24,12,2.5,0.01688059110359811,0.9719167577939316,1.1366690736373188,6.060699445918477,6.132478643510186,10613.247864351019,51,22,43.13725490196079
8,24,12,3.0,-0.05546863858092451,0.7906029807073028,0.8951949505783631,5.029080974959116,4.80487306009274,10480.487306009274,50,19,38.0
8,24,12,3.5,-0.13092212891630792,0.3868547968320251,0.4915315052891679,7.704415745616145,2.615624424408014,10261.562442440802,44,19,43.18181818181818
8,24,12,4.0,-0.06830450287228047,0.6519868162173023,0.8404308441361095,5.984435059101428,4.5056640996657515,10450.566409966576,43,19,44.18604651162791
8,24,13,2.0,-0.4747537407911666,-0.3601387069720003,-0.5278163701088192,8.102042219162737,-2.7483026283384837,9725.169737166152,59,18,30.508474576271187
8,24,13,2.5,0.003460755223122622,0.9215702263129968,1.096940578506695,6.124974103895529,5.913123267320319,10591.312326732032,51,22,43.13725490196079
8,24,13,3.0,-0.10396070991889142,0.679361633271508,0.7928478047441191,5.484924926436564,4.246251775928878,10424.625177592889,50,19,38.0
8,24,13,3.5,-0.10634807663351659,0.5257000201018699,0.6640507721317193,6.817701414651448,3.546694440477993,10354.6694440478,43,19,44.18604651162791
8,24,13,4.0,-0.02042992139532726,0.80707031123973,1.0353376133773884,4.973323035792741,5.573717421775637,10557.371742177564,42,19,45.23809523809524
8,26,7,2.0,-0.21671729499978282,0.10393966422996015,0.14930054839257573,7.543381993796569,0.7887054372778257,10078.870543727782,59,23,38.983050847457626
8,26,7,2.5,-0.1798782351519544,0.3826411322378889,0.4470289516864902,6.836386847711425,2.376552198847004,10237.6552198847,54,25,46.2962962962963
8,26,7,3.0,-0.1645793358433137,0.5199199146505188,0.5763625380251138,5.129386387274332,3.072598058456255,10307.259805845626,53,23,43.39622641509434
8,26,7,3.5,-0.14143731520429215,0.3581942670405714,0.44890774771296227,7.742586572485993,2.3866361502770106,10238.6636150277,45,22,48.888888888888886
8,26,7,4.0,-0.17938199221606763,0.4013419528908485,0.49730856398227913,6.124778145928887,2.646692506331494,10264.66925063315,46,20,43.47826086956522
8,26,8,2.0,-0.12355358374219026,0.23479251487859845,0.39019953636315985,9.12824889844973,2.0719150237144435,10207.191502371445,61,24,39.34426229508197
8,26,8,2.5,-0.10636202615970554,0.4288301117781267,0.5555950853783149,9.178633512794176,2.960574429095586,10296.057442909558,57,26,45.614035087719294
8,26,8,3.0,-0.1313162565068141,0.3967002766214627,0.502701169397602,7.382050677682283,2.6756999368345635,10267.569993683457,55,22,40.0
8,26,8,3.5,-0.02679072715002482,0.7417201291804963,0.9343196397846759,7.587546219937684,5.019059258960734,10501.905925896073,50,24,48.0
8,26,8,4.0,-0.1438968953976548,0.3045687632458915,0.41769979027800935,8.399743707665793,2.2192397977784717,10221.923979777848,51,20,39.21568627450981
8,26,9,2.0,-0.22533976424576607,-0.018433273493727864,-0.02753984376342087,8.499552756603252,-0.14493615907660296,9985.50638409234,62,21,33.87096774193548
8,26,9,2.5,-0.07481759743600512,0.6229251920840985,0.7540487681129879,7.975134025122096,4.035114223363601,10403.51142233636,56,25,44.642857142857146
8,26,9,3.0,-0.10177159665483929,0.6015400560774649,0.6961280901732393,6.116255102920509,3.7205647592044144,10372.05647592044,54,21,38.88888888888889
8,26,9,3.5,-0.16860685660792246,0.19140592326171832,0.26414662949352435,8.794112457226284,1.398821971900932,10139.882197190094,47,20,42.5531914893617
8,26,9,4.0,-0.12348140464925787,0.4600367951306813,0.5991415193387656,7.083366696515394,3.195585786080679,10319.558578608068,47,20,42.5531914893617
8,26,10,2.0,-0.22762811914536096,-0.025738392983667452,-0.038372942536301684,8.503991789645433,-0.20190172580085708,9979.809827419915,62,21,33.87096774193548
8,26,10,2.5,-0.07851212881750519,0.6122346045194387,0.7392323289332499,7.980819518792697,3.9545772238519517,10395.457722385196,56,25,44.642857142857146
8,26,10,3.0,-0.10603401800599618,0.59036597922027,0.6812752469880694,6.120717038336319,3.640027759692721,10364.002775969273,54,21,38.88888888888889
8,26,10,3.5,-0.17219470477506163,0.18080147940381028,0.2490187666317701,8.800487632756354,1.3182849723893053,10131.82849723893,47,20,42.5531914893617
8,26,10,4.0,-0.12772789778889082,0.4495582385256211,0.5842274710021871,7.088506926590367,3.1150487865689636,10311.504878656897,47,20,42.5531914893617
8,26,11,2.0,-0.306987452650388,-0.17168960246955237,-0.25281802309539564,8.242253300194093,-1.324148328884911,9867.585167111509,62,20,32.25806451612903
8,26,11,2.5,-0.0037468613612169836,0.861731479965262,1.0319164538753856,7.07092743548562,5.554894161157131,10555.489416115714,55,24,43.63636363636363
8,26,11,3.0,-0.07194181030975492,0.6741538087251486,0.7863286085271491,6.069754006282058,4.210751211837116,10421.07512118371,54,21,38.88888888888889
8,26,11,3.5,-0.14344988079186208,0.2516432703150848,0.34901310204060065,8.736546342422576,1.8515921996907547,10185.159219969075,47,20,42.5531914893617
8,26,11,4.0,-0.10002234402913082,0.506582415091447,0.6701310361146883,7.033474164674175,3.5796334552739673,10357.963345527396,47,20,42.5531914893617
8,26,12,2.0,-0.4732232440392398,-0.35672391449121543,-0.5225503942367018,8.076420840539335,-2.721188613834802,9727.88113861652,59,18,30.508474576271187
8,26,12,2.5,0.058505204838112876,1.1178552010715146,1.2994129031728712,5.1307062795620455,7.034891380129249,10703.489138012925,50,22,44.0
8,26,12,3.0,-0.018180334836630143,0.917158658003099,1.0364149904395037,4.276000603770475,5.579645726265436,10557.964572626543,49,19,38.775510204081634
8,26,12,3.5,-0.10276305895785859,0.5215173101398526,0.6593935145758968,6.84040094114788,3.5214701117186387,10352.147011171865,43,19,44.18604651162791
8,26,12,4.0,-0.020103022754981187,0.8020163241064978,1.0300826892024488,4.999346247968652,5.544805885179427,10554.480588517943,42,19,45.23809523809524
8,26,13,2.0,-0.47557627784397605,-0.36219251211987674,-0.530654227367425,8.115847292259797,-2.7629119496275445,9723.708805037246,59,18,30.508474576271187
8,26,13,2.5,0.0026066604629548357,0.9195589020740478,1.093913891058557,6.125880651914624,5.896426900132812,10589.642690013281,51,22,43.13725490196079
8,26,13,3.0,-0.10503813637894624,0.6771578616653908,0.7897819678335336,5.485755348840357,4.22955540874137,10422.955540874138,50,19,38.0
8,26,13,3.5,-0.10720855150095847,0.5235359232286794,0.6609681653115392,6.818725939279396,3.529998073290508,10352.99980732905,43,19,44.18604651162791
8,26,13,4.0,-0.031058702924304096,0.7731921859492821,0.9982113703954717,4.982477408424966,5.369593680377682,10536.959368037767,41,19,46.34146341463415
8,28,7,2.0,-0.17485911782199295,0.11058499563128805,0.18298273744118726,9.218905690678145,0.9673320573152733,10096.733205731527,58,23,39.6551724137931
8,28,7,2.5,-0.15428451753899092,0.2917965659001738,0.3747239659378554,9.10742649155365,1.989084730744728,10198.908473074473,54,24,44.44444444444444
8,28,7,3.0,-0.12595167578474883,0.41628899064285385,0.521029740665639,7.375488074880287,2.7743410275132163,10277.434102751322,51,22,43.13725490196079
8,28,7,3.5,-0.05611281651632101,0.6541871795317954,0.8150932918304089,7.6313023350975735,4.367464295659151,10436.746429565916,47,24,51.06382978723404
8,28,7,4.0,-0.16601458568476873,0.24606525074154362,0.3319184024658792,8.43443452637399,1.7602589793090484,10176.025897930906,48,20,41.66666666666667
8,28,8,2.0,-0.15365902085897407,0.12554482321980978,0.20841095840183188,9.649841055134235,1.102355258461163,10110.235525846116,63,23,36.507936507936506
8,28,8,2.5,-0.12558952320444375,0.3579479599318139,0.46030278330216245,9.21276862865157,2.447813295528589,10244.78132955286,60,26,43.333333333333336
8,28,8,3.0,-0.16436799033928007,0.27237443676147255,0.34420231613697544,7.795423266452611,1.8258825167823955,10182.58825167824,58,22,37.93103448275862
8,28,8,3.5,-0.10171438281838593,0.37741694512893276,0.5218128845455386,9.219866198913007,2.778557477266186,10277.855747726619,50,23,46.0
8,28,8,4.0,-0.1426753133235158,0.3687753908881427,0.47837815741457823,7.756874636082282,2.544916275230702,10254.49162752307,52,20,38.46153846153847
